subject,stim_name,genre,piece,ensemble,theme,spatial,target,instruments,n_instruments,response_shape,soli_shape,stimulus_shape,fs_eeg,fs_audio,target_idx,pred_instr,correct,attended_r,best_nontarget_r,margin_r
0001,classique_morceau1_duo_CoFl_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Fl']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,False,0.01814904094086383,0.03725566044211836,-0.01910661950125453
0001,classique_morceau1_duo_CoFl_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Co', 'Fl']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,1,Co,False,-0.01993177312403838,0.02720729070732021,-0.04713906383135859
0001,classique_morceau1_duo_CoOb_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,0.02595545089159647,0.02939279815653339,-0.00343734726493692
0001,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,0.008799025302246263,0.029206869472478105,-0.020407844170231844
0001,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,-0.01005682913917798,-0.00034386256636719306,-0.009712966572810787
0001,classique_morceau1_duo_FlOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Fl', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Ob,True,0.04837460460943419,0.04207659320699602,0.006298011402438172
0001,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,theme1,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Co,True,-0.014602592040668943,-0.017256166439509234,0.002653574398840291
0001,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,theme1,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,2,Co,False,-0.03696712341786743,0.01093390521705151,-0.04790102863491894
0001,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,classique,morceau1,trio,theme2,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.057331513584839344,0.046845610928791685,0.010485902656047659
0001,classique_morceau2_duo_BoFh_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.07036166023231498,0.028203834391236315,-0.0985654946235513
0001,classique_morceau2_duo_BoFh_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,False,0.0017049287742750732,0.027166323227583278,-0.025461394453308205
0001,classique_morceau2_duo_BoFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.02113660401982513,-0.013674436457678138,0.03481104047750327
0001,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.046900653431061756,0.026833698745333135,0.02006695468572862
0001,classique_morceau2_duo_FhFl_theme2_stereo_Fh,classique,morceau2,duo,theme2,stereo,Fh,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,True,0.037817586200986276,-0.002076526629026731,0.039894112830013005
0001,classique_morceau2_duo_FhFl_theme2_stereo_Fl,classique,morceau2,duo,theme2,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,False,-0.009605653879539816,0.007083852236791934,-0.01668950611633175
0001,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,classique,morceau2,trio,theme1,stereo,Bo,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.014389443621466365,-0.0023004891212196187,-0.012088954500246746
0001,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,classique,morceau2,trio,theme1,stereo,Fh,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,False,-0.0057101100277736115,0.03397626015762042,-0.03968637018539403
0001,classique_morceau2_trio_BoFhFl_theme2_stereo_Fl,classique,morceau2,trio,theme2,stereo,Fl,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Fh,False,0.012339566224176849,0.0439652112032119,-0.031625644979035056
0001,pop_falldead_duo_BsDr_theme1_stereo_Bs,pop,falldead,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Bs,True,0.06124343019626908,-0.005786837072529097,0.06703026726879818
0001,pop_falldead_duo_BsDr_theme1_stereo_Dr,pop,falldead,duo,theme1,stereo,Dr,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Dr,True,0.0016332109281387579,-0.01679971201037751,0.018432922938516266
0001,pop_falldead_duo_GtVx_theme1_stereo_Gt,pop,falldead,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Gt,True,0.11388916916012952,0.03328619967998603,0.08060296948014349
0001,pop_falldead_duo_GtVx_theme1_stereo_Vx,pop,falldead,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Gt,False,0.029851301502002197,0.0625228741509769,-0.0326715726489747
0001,pop_falldead_trio_BsDrVx_theme1_stereo_Bs,pop,falldead,trio,theme1,stereo,Bs,"['Bs', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Vx,False,0.04343654811507027,0.04963444347103632,-0.00619789535596605
0001,pop_falldead_trio_GtDrVx_theme1_stereo_Gt,pop,falldead,trio,theme1,stereo,Gt,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Vx,False,0.04606307751571812,0.0485946112208265,-0.002531533705108377
0001,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,pop,falldead,trio,theme1,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,2,Gt,False,0.007495511837552618,0.012636181401143537,-0.005140669563590918
0001,pop_mixtape_duo_BsDr_theme1_stereo_Bs,pop,mixtape,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Bs,True,0.020571145582938575,0.0031235309143009798,0.017447614668637597
0001,pop_mixtape_duo_BsDr_theme2_stereo_Dr,pop,mixtape,duo,theme2,stereo,Dr,"['Bs', 'Dr']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bs,False,0.0014425115593828964,0.009114298850287701,-0.007671787290904805
0001,pop_mixtape_duo_GtVx_theme1_stereo_Gt,pop,mixtape,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Gt,True,0.049790244221189515,0.017540406641288028,0.03224983757990149
0001,pop_mixtape_duo_GtVx_theme1_stereo_Vx,pop,mixtape,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,1,Gt,False,0.027356637438700548,0.03392326070481313,-0.0065666232661125805
0001,pop_mixtape_trio_BsDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Bs', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Vx,False,0.017138514767267667,0.03174300830146011,-0.014604493534192443
0001,pop_mixtape_trio_GtDrVx_theme1_stereo_Vx,pop,mixtape,trio,theme1,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,2,Vx,True,0.056366604276781605,0.043329213073752794,0.013037391203028811
0001,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Gt', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Gt,False,-0.00083559570473608,0.013525090785337299,-0.014360686490073379
0002,classique_morceau1_duo_CoFl_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Fl']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Co,True,0.05508704573307518,0.008520090995805233,0.04656695473726995
0002,classique_morceau1_duo_CoFl_theme2_stereo_Fl,classique,morceau1,duo,theme2,stereo,Fl,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Co,False,-0.04246353327803226,-0.033896385452740374,-0.008567147825291888
0002,classique_morceau1_duo_CoOb_theme2_stereo_Co,classique,morceau1,duo,theme2,stereo,Co,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Co,True,0.02478526313410219,0.02253684818601683,0.002248414948085361
0002,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Ob,True,-0.01727715654308404,-0.04637544718369951,0.029098290640615466
0002,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,True,0.02555702199526384,0.019557209685435836,0.005999812309828004
0002,classique_morceau1_duo_FlOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Fl', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Ob,True,0.03090284252133672,0.027230679386733136,0.0036721631346035843
0002,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,theme1,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Ob,False,0.01686128830749623,0.03396624514858428,-0.017104956841088054
0002,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,theme1,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,2,Fl,False,-0.022206628631929386,-0.01256730227928432,-0.009639326352645066
0002,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,classique,morceau1,trio,theme2,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.039773019398121605,0.037649560352714405,0.0021234590454072
0002,classique_morceau2_duo_BoFh_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,-0.015131375093019267,-0.016596149456176098,0.0014647743631568313
0002,classique_morceau2_duo_BoFh_theme2_stereo_Fh,classique,morceau2,duo,theme2,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,0.011209402578120085,0.016693769635916494,-0.005484367057796409
0002,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.025338010152033782,0.02083665200889287,0.004501358143140913
0002,classique_morceau2_duo_BoFl_theme2_stereo_Fl,classique,morceau2,duo,theme2,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,0.026851652688454724,0.04016024541142379,-0.013308592722969064
0002,classique_morceau2_duo_FhFl_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,True,-0.012048987897719523,-0.014009645844667138,0.001960657946947615
0002,classique_morceau2_duo_FhFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fh,False,0.0005678321154722214,0.0023443406384940947,-0.0017765085230218732
0002,classique_morceau2_trio_BoFhFl_theme1_stereo_Bo,classique,morceau2,trio,theme1,stereo,Bo,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fh,False,-0.027627531761722186,0.0413877843164225,-0.06901531607814469
0002,classique_morceau2_trio_BoFhFl_theme1_stereo_Fh,classique,morceau2,trio,theme1,stereo,Fh,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.02514565452998992,0.0021745297027160903,-0.02732018423270601
0002,classique_morceau2_trio_BoFhFl_theme1_stereo_Fl,classique,morceau2,trio,theme1,stereo,Fl,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Bo,False,-0.002642529164148763,0.010702926132931856,-0.01334545529708062
0002,pop_falldead_duo_BsDr_theme1_stereo_Bs,pop,falldead,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Bs,True,0.021860820086240046,-0.04693336581214617,0.0687941858983862
0002,pop_falldead_duo_BsDr_theme1_stereo_Dr,pop,falldead,duo,theme1,stereo,Dr,"['Bs', 'Dr']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Bs,False,0.00922714938620524,0.01611012506624087,-0.00688297568003563
0002,pop_falldead_duo_GtVx_theme1_stereo_Gt,pop,falldead,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,0,Gt,True,0.01889927985177133,-0.04075315799798008,0.05965243784975141
0002,pop_falldead_duo_GtVx_theme1_stereo_Vx,pop,falldead,duo,theme1,stereo,Vx,"['Gt', 'Vx']",2,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Gt,False,-0.00640997920477726,0.02007713700454269,-0.026487116209319952
0002,pop_falldead_trio_BsDrVx_theme1_stereo_Dr,pop,falldead,trio,theme1,stereo,Dr,"['Bs', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Dr,True,0.043121559964900476,0.024677017446728972,0.018444542518171504
0002,pop_falldead_trio_GtDrVx_theme1_stereo_Dr,pop,falldead,trio,theme1,stereo,Dr,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,1,Vx,False,0.01593999992673291,0.029821391221583365,-0.013881391294850456
0002,pop_falldead_trio_GtDrVx_theme1_stereo_Vx,pop,falldead,trio,theme1,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 5052)","(3, 870148)","(2, 870148)",256,44100,2,Gt,False,-0.023905827995533258,0.05390224621518425,-0.0778080742107175
0002,pop_mixtape_duo_BsDr_theme1_stereo_Bs,pop,mixtape,duo,theme1,stereo,Bs,"['Bs', 'Dr']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Bs,True,0.012166638675876923,-0.008961048234345237,0.02112768691022216
0002,pop_mixtape_duo_BsDr_theme2_stereo_Dr,pop,mixtape,duo,theme2,stereo,Dr,"['Bs', 'Dr']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bs,False,0.010157909253359137,0.02105052730514312,-0.010892618051783981
0002,pop_mixtape_duo_GtVx_theme1_stereo_Gt,pop,mixtape,duo,theme1,stereo,Gt,"['Gt', 'Vx']",2,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Vx,False,-0.03950855455170643,-0.025641417217920515,-0.013867137333785917
0002,pop_mixtape_duo_GtVx_theme2_stereo_Vx,pop,mixtape,duo,theme2,stereo,Vx,"['Gt', 'Vx']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Gt,False,0.00606412758206751,0.015938848859962818,-0.009874721277895307
0002,pop_mixtape_trio_GtDrVx_theme1_stereo_Gt,pop,mixtape,trio,theme1,stereo,Gt,"['Gt', 'Dr', 'Vx']",3,"(20, 5124)","(3, 882516)","(2, 882516)",256,44100,0,Vx,False,0.0005010076774055438,0.03490546684384855,-0.034404459166443004
0002,pop_mixtape_trio_GtDrVx_theme2_stereo_Dr,pop,mixtape,trio,theme2,stereo,Dr,"['Gt', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Gt,False,-0.004187344592490327,0.03402166457909709,-0.03820900917158741
0002,pop_mixtape_trio_GtDrVx_theme2_stereo_Vx,pop,mixtape,trio,theme2,stereo,Vx,"['Gt', 'Dr', 'Vx']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,2,Dr,False,0.026004925118262922,0.035605129707622384,-0.009600204589359462
0003,classique_morceau1_duo_CoFl_theme2_stereo_Co,classique,morceau1,duo,theme2,stereo,Co,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Co,True,0.011032683756032233,-0.024564620061245324,0.035597303817277555
0003,classique_morceau1_duo_CoFl_theme2_stereo_Fl,classique,morceau1,duo,theme2,stereo,Fl,"['Co', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.026636628147902092,0.014638188217000999,0.011998439930901094
0003,classique_morceau1_duo_CoOb_theme1_stereo_Co,classique,morceau1,duo,theme1,stereo,Co,"['Co', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Co,True,0.04197728785819025,0.026237899554179312,0.015739388304010938
0003,classique_morceau1_duo_CoOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Co', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Ob,True,-0.01874072671536237,-0.02890366844454953,0.01016294172918716
0003,classique_morceau1_duo_FlOb_theme1_stereo_Fl,classique,morceau1,duo,theme1,stereo,Fl,"['Fl', 'Ob']",2,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,True,0.06891440352186314,0.027033562093049735,0.0418808414288134
0003,classique_morceau1_duo_FlOb_theme2_stereo_Ob,classique,morceau1,duo,theme2,stereo,Ob,"['Fl', 'Ob']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,False,-0.0029518203834236465,0.03443309363870525,-0.0373849140221289
0003,classique_morceau1_trio_CoFlOb_theme1_stereo_Co,classique,morceau1,trio,theme1,stereo,Co,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,0,Fl,False,-0.026895958226335823,0.03271497451053892,-0.05961093273687474
0003,classique_morceau1_trio_CoFlOb_theme1_stereo_Ob,classique,morceau1,trio,theme1,stereo,Ob,"['Co', 'Fl', 'Ob']",3,"(20, 7172)","(3, 1235312)","(2, 1235312)",256,44100,2,Co,False,0.014497762240999164,0.01857021918188441,-0.004072456940885245
0003,classique_morceau1_trio_CoFlOb_theme2_stereo_Fl,classique,morceau1,trio,theme2,stereo,Fl,"['Co', 'Fl', 'Ob']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Ob,False,0.06122625293167614,0.07489620933968903,-0.013669956408012891
0003,classique_morceau2_duo_BoFh_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,-0.020915379491889364,0.011216372331943801,-0.03213175182383317
0003,classique_morceau2_duo_BoFh_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fh']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.048192895388090455,-0.012998919269670525,0.06119181465776098
0003,classique_morceau2_duo_BoFl_theme2_stereo_Bo,classique,morceau2,duo,theme2,stereo,Bo,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,0.014975121819531796,-0.02120816536702569,0.036183287186557486
0003,classique_morceau2_duo_BoFl_theme2_stereo_Fl,classique,morceau2,duo,theme2,stereo,Fl,"['Bo', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Bo,False,0.01061279034190791,0.011351226509907724,-0.000738436167999814
0003,classique_morceau2_duo_FhFl_theme1_stereo_Fh,classique,morceau2,duo,theme1,stereo,Fh,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Fl,False,-0.024336865338839147,-0.007682883361034349,-0.016653981977804797
0003,classique_morceau2_duo_FhFl_theme1_stereo_Fl,classique,morceau2,duo,theme1,stereo,Fl,"['Fh', 'Fl']",2,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,True,0.009899009207135974,-0.05121566673622157,0.061114675943357545
0003,classique_morceau2_trio_BoFhFl_theme2_stereo_Bo,classique,morceau2,trio,theme2,stereo,Bo,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,0,Bo,True,-0.011948479917043224,-0.02834397299604126,0.016395493078998034
0003,classique_morceau2_trio_BoFhFl_theme2_stereo_Fh,classique,morceau2,trio,theme2,stereo,Fh,"['Bo', 'Fh', 'Fl']",3,"(20, 6148)","(3, 1058916)","(2, 1058916)",256,44100,1,Fl,False,-0.04055973282152387,0.057065510593477274,-0.09762524341500114
